URL,Unique ID,Primary material,Manufacture method,Image URL,Saved Image
https://finds.org.uk/database/artefacts/record/id/324637,CCI-971926,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1926.JPG,Fotos_monedas\CCI-971926.png
https://finds.org.uk/database/artefacts/record/id/324638,CCI-971927,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1927.JPG,Fotos_monedas\CCI-971927.png
https://finds.org.uk/database/artefacts/record/id/324639,CCI-971928,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1928.JPG,Fotos_monedas\CCI-971928.png
https://finds.org.uk/database/artefacts/record/id/324640,CCI-971929,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1929.JPG,Fotos_monedas\CCI-971929.png
https://finds.org.uk/database/artefacts/record/id/324641,CCI-971931,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1931.JPG,Fotos_monedas\CCI-971931.png
https://finds.org.uk/database/artefacts/record/id/324642,CCI-971932,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1932.JPG,Fotos_monedas\CCI-971932.png
https://finds.org.uk/database/artefacts/record/id/324644,CCI-972097,Copper alloy,,https://finds.org.uk/images/cci/medium/97.2097.JPG,Fotos_monedas\CCI-972097.png
https://finds.org.uk/database/artefacts/record/id/324682,CCI-982305,Copper alloy,,https://finds.org.uk/images/cci/medium/98.2305.JPG,Fotos_monedas\CCI-982305.png
https://finds.org.uk/database/artefacts/record/id/324719,CCI-982306,Copper alloy,,https://finds.org.uk/images/cci/medium/98.2306.JPG,Fotos_monedas\CCI-982306.png
https://finds.org.uk/database/artefacts/record/id/324783,CCI-971879,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1879.JPG,Fotos_monedas\CCI-971879.png
https://finds.org.uk/database/artefacts/record/id/324785,CCI-971933,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1933.JPG,Fotos_monedas\CCI-971933.png
https://finds.org.uk/database/artefacts/record/id/328025,CCI-971549,Gold,,https://finds.org.uk/images/cci/medium/97.1549.JPG,Fotos_monedas\CCI-971549.png
https://finds.org.uk/database/artefacts/record/id/328077,CCI-972274,Gold,,https://finds.org.uk/images/cci/medium/97.2274.JPG,Fotos_monedas\CCI-972274.png
https://finds.org.uk/database/artefacts/record/id/328204,CCI-980577,Gold,,https://finds.org.uk/images/cci/medium/98.0577.JPG,Fotos_monedas\CCI-980577.png
https://finds.org.uk/database/artefacts/record/id/328205,CCI-980578,Gold,,https://finds.org.uk/images/cci/medium/98.0578.JPG,Fotos_monedas\CCI-980578.png
https://finds.org.uk/database/artefacts/record/id/328206,CCI-980579,Gold,,https://finds.org.uk/images/cci/medium/98.0579.JPG,Fotos_monedas\CCI-980579.png
https://finds.org.uk/database/artefacts/record/id/328708,CCI-990995,Gold,,https://finds.org.uk/images/cci/medium/99.0995.JPG,Fotos_monedas\CCI-990995.png
https://finds.org.uk/database/artefacts/record/id/328931,CCI-97166,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1660.JPG,Fotos_monedas\CCI-97166.png
https://finds.org.uk/database/artefacts/record/id/328932,CCI-982304,Silver,,https://finds.org.uk/images/cci/medium/98.2304.JPG,Fotos_monedas\CCI-982304.png
https://finds.org.uk/database/artefacts/record/id/329020,CCI-971934,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1934.JPG,Fotos_monedas\CCI-971934.png
https://finds.org.uk/database/artefacts/record/id/317115,CCI-971921,Silver,,https://finds.org.uk/images/cci/medium/97.1921.JPG,Fotos_monedas\CCI-971921.png
https://finds.org.uk/database/artefacts/record/id/329555,CCI-98119,Copper alloy,,https://finds.org.uk/images/cci/medium/98.1190.JPG,Fotos_monedas\CCI-98119.png
https://finds.org.uk/database/artefacts/record/id/329557,CCI-982307,Copper alloy,,https://finds.org.uk/images/cci/medium/98.2307.JPG,Fotos_monedas\CCI-982307.png
https://finds.org.uk/database/artefacts/record/id/292164,CCI-971659,Gold,,https://finds.org.uk/images/cci/medium/97.1659.JPG,Fotos_monedas\CCI-971659.png
https://finds.org.uk/database/artefacts/record/id/292177,CCI-972163,Gold,,https://finds.org.uk/images/cci/medium/97.2163.JPG,Fotos_monedas\CCI-972163.png
https://finds.org.uk/database/artefacts/record/id/292183,CCI-972303,Gold,,https://finds.org.uk/images/cci/medium/97.2303.JPG,Fotos_monedas\CCI-972303.png
https://finds.org.uk/database/artefacts/record/id/292199,CCI-9805,Gold,,https://finds.org.uk/images/cci/medium/98.0500.JPG,Fotos_monedas\CCI-9805.png
https://finds.org.uk/database/artefacts/record/id/292266,CCI-991389,Gold,,https://finds.org.uk/images/cci/medium/99.1389.JPG,Fotos_monedas\CCI-991389.png
https://finds.org.uk/database/artefacts/record/id/321823,CCI-971877,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1877.JPG,Fotos_monedas\CCI-971877.png
https://finds.org.uk/database/artefacts/record/id/321858,CCI-972278,Silver,,https://finds.org.uk/images/cci/medium/97.2278.JPG,Fotos_monedas\CCI-972278.png
https://finds.org.uk/database/artefacts/record/id/321887,CCI-980242,Gold,,https://finds.org.uk/images/cci/medium/98.0242.JPG,Fotos_monedas\CCI-980242.png
https://finds.org.uk/database/artefacts/record/id/321937,CCI-980469,Gold,,https://finds.org.uk/images/cci/medium/98.0469.JPG,Fotos_monedas\CCI-980469.png
https://finds.org.uk/database/artefacts/record/id/321951,CCI-98058,Gold,,https://finds.org.uk/images/cci/medium/98.0580.JPG,Fotos_monedas\CCI-98058.png
https://finds.org.uk/database/artefacts/record/id/321952,CCI-980581,Gold,,https://finds.org.uk/images/cci/medium/98.0581.JPG,Fotos_monedas\CCI-980581.png
https://finds.org.uk/database/artefacts/record/id/321953,CCI-980582,Gold,,https://finds.org.uk/images/cci/medium/98.0582.JPG,Fotos_monedas\CCI-980582.png
https://finds.org.uk/database/artefacts/record/id/321954,CCI-980583,Gold,,https://finds.org.uk/images/cci/medium/98.0583.JPG,Fotos_monedas\CCI-980583.png
https://finds.org.uk/database/artefacts/record/id/321955,CCI-980584,Gold,,https://finds.org.uk/images/cci/medium/98.0584.JPG,Fotos_monedas\CCI-980584.png
https://finds.org.uk/database/artefacts/record/id/321956,CCI-980585,Gold,,https://finds.org.uk/images/cci/medium/98.0585.JPG,Fotos_monedas\CCI-980585.png
https://finds.org.uk/database/artefacts/record/id/321957,CCI-980586,Gold,,https://finds.org.uk/images/cci/medium/98.0586.JPG,Fotos_monedas\CCI-980586.png
https://finds.org.uk/database/artefacts/record/id/321958,CCI-980587,Gold,,https://finds.org.uk/images/cci/medium/98.0587.JPG,Fotos_monedas\CCI-980587.png
https://finds.org.uk/database/artefacts/record/id/321959,CCI-980588,Gold,,https://finds.org.uk/images/cci/medium/98.0588.JPG,Fotos_monedas\CCI-980588.png
https://finds.org.uk/database/artefacts/record/id/321960,CCI-980589,Gold,,https://finds.org.uk/images/cci/medium/98.0589.JPG,Fotos_monedas\CCI-980589.png
https://finds.org.uk/database/artefacts/record/id/321961,CCI-98059,Gold,,https://finds.org.uk/images/cci/medium/98.0590.JPG,Fotos_monedas\CCI-98059.png
https://finds.org.uk/database/artefacts/record/id/321962,CCI-980591,Gold,,https://finds.org.uk/images/cci/medium/98.0591.JPG,Fotos_monedas\CCI-980591.png
https://finds.org.uk/database/artefacts/record/id/321963,CCI-980592,Gold,,https://finds.org.uk/images/cci/medium/98.0592.JPG,Fotos_monedas\CCI-980592.png
https://finds.org.uk/database/artefacts/record/id/321964,CCI-980593,Gold,,https://finds.org.uk/images/cci/medium/98.0593.JPG,Fotos_monedas\CCI-980593.png
https://finds.org.uk/database/artefacts/record/id/321965,CCI-980594,Gold,,https://finds.org.uk/images/cci/medium/98.0594.JPG,Fotos_monedas\CCI-980594.png
https://finds.org.uk/database/artefacts/record/id/321966,CCI-980595,Gold,,https://finds.org.uk/images/cci/medium/98.0595.JPG,Fotos_monedas\CCI-980595.png
https://finds.org.uk/database/artefacts/record/id/321967,CCI-980596,Gold,,https://finds.org.uk/images/cci/medium/98.0596.JPG,Fotos_monedas\CCI-980596.png
https://finds.org.uk/database/artefacts/record/id/321968,CCI-980597,Gold,,https://finds.org.uk/images/cci/medium/98.0597.JPG,Fotos_monedas\CCI-980597.png
https://finds.org.uk/database/artefacts/record/id/321969,CCI-980598,Gold,,https://finds.org.uk/images/cci/medium/98.0598.JPG,Fotos_monedas\CCI-980598.png
https://finds.org.uk/database/artefacts/record/id/321970,CCI-980599,Gold,,https://finds.org.uk/images/cci/medium/98.0599.JPG,Fotos_monedas\CCI-980599.png
https://finds.org.uk/database/artefacts/record/id/321971,CCI-9806,Gold,,https://finds.org.uk/images/cci/medium/98.0600.JPG,Fotos_monedas\CCI-9806.png
https://finds.org.uk/database/artefacts/record/id/321972,CCI-980601,Gold,,https://finds.org.uk/images/cci/medium/98.0601.JPG,Fotos_monedas\CCI-980601.png
https://finds.org.uk/database/artefacts/record/id/321973,CCI-980602,Gold,,https://finds.org.uk/images/cci/medium/98.0602.JPG,Fotos_monedas\CCI-980602.png
https://finds.org.uk/database/artefacts/record/id/321974,CCI-980603,Gold,,https://finds.org.uk/images/cci/medium/98.0603.JPG,Fotos_monedas\CCI-980603.png
https://finds.org.uk/database/artefacts/record/id/321975,CCI-980604,Gold,,https://finds.org.uk/images/cci/medium/98.0604.JPG,Fotos_monedas\CCI-980604.png
https://finds.org.uk/database/artefacts/record/id/321976,CCI-980605,Gold,,https://finds.org.uk/images/cci/medium/98.0605.JPG,Fotos_monedas\CCI-980605.png
https://finds.org.uk/database/artefacts/record/id/321977,CCI-980606,Gold,,https://finds.org.uk/images/cci/medium/98.0606.JPG,Fotos_monedas\CCI-980606.png
https://finds.org.uk/database/artefacts/record/id/322260,CCI-981099,Gold,,https://finds.org.uk/images/cci/medium/98.1099.JPG,Fotos_monedas\CCI-981099.png
https://finds.org.uk/database/artefacts/record/id/312318,CCI-971884,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1884.JPG,Fotos_monedas\CCI-971884.png
https://finds.org.uk/database/artefacts/record/id/312319,CCI-971885,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1885.JPG,Fotos_monedas\CCI-971885.png
https://finds.org.uk/database/artefacts/record/id/312505,CCI-981029,Copper alloy,,https://finds.org.uk/images/cci/medium/98.1029.JPG,Fotos_monedas\CCI-981029.png
https://finds.org.uk/database/artefacts/record/id/312509,CCI-981131,Copper alloy,,https://finds.org.uk/images/cci/medium/98.1131.JPG,Fotos_monedas\CCI-981131.png
https://finds.org.uk/database/artefacts/record/id/312530,CCI-981189,Copper alloy,,https://finds.org.uk/images/cci/medium/98.1189.JPG,Fotos_monedas\CCI-981189.png
https://finds.org.uk/database/artefacts/record/id/312547,CCI-981957,Copper alloy,,https://finds.org.uk/images/cci/medium/98.1957.JPG,Fotos_monedas\CCI-981957.png
https://finds.org.uk/database/artefacts/record/id/312549,CCI-982063,Copper alloy,,https://finds.org.uk/images/cci/medium/98.2063.JPG,Fotos_monedas\CCI-982063.png
https://finds.org.uk/database/artefacts/record/id/324502,CCI-97193,Copper alloy,,https://finds.org.uk/images/cci/medium/97.1930.JPG,Fotos_monedas\CCI-97193.png
https://finds.org.uk/database/artefacts/record/id/298171,CCI-980608,Gold,,https://finds.org.uk/images/cci/medium/98.0608.JPG,Fotos_monedas\CCI-980608.png
https://finds.org.uk/database/artefacts/record/id/298172,CCI-980609,Gold,,https://finds.org.uk/images/cci/medium/98.0609.JPG,Fotos_monedas\CCI-980609.png
https://finds.org.uk/database/artefacts/record/id/298562,CCI-990555,Gold,,https://finds.org.uk/images/cci/medium/99.0555.JPG,Fotos_monedas\CCI-990555.png
https://finds.org.uk/database/artefacts/record/id/298713,CCI-992032,Silver,,https://finds.org.uk/images/cci/medium/99.2032.JPG,Fotos_monedas\CCI-992032.png
https://finds.org.uk/database/artefacts/record/id/289705,BH-7E21D1,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 10 18 - 14.jpg,Fotos_monedas\BH-7E21D1.jpg
https://finds.org.uk/database/artefacts/record/id/289585,BH-6B6F73,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 10 18 - 4.jpg,Fotos_monedas\BH-6B6F73.jpg
https://finds.org.uk/database/artefacts/record/id/286551,BH-74A982,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 191 - 26.jpg,Fotos_monedas\BH-74A982.jpg
https://finds.org.uk/database/artefacts/record/id/286550,BH-748A62,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 191 - 25.jpg,Fotos_monedas\BH-748A62.jpg
https://finds.org.uk/database/artefacts/record/id/284924,BH-99F396,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 10 - 7.jpg,Fotos_monedas\BH-99F396.jpg
https://finds.org.uk/database/artefacts/record/id/283787,BH-F914D3,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 200 - 12.jpg,Fotos_monedas\BH-F914D3.jpg
https://finds.org.uk/database/artefacts/record/id/281304,BH-A236A7,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Pic 11.jpg,Fotos_monedas\BH-A236A7.jpg
https://finds.org.uk/database/artefacts/record/id/281075,BH-7806D6,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 217 - 3.jpg,Fotos_monedas\BH-7806D6.jpg
https://finds.org.uk/database/artefacts/record/id/277050,BH-2C7354,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 169 - 9.jpg,Fotos_monedas\BH-2C7354.jpg
https://finds.org.uk/database/artefacts/record/id/276248,BH-AA2FC7,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 160 - 11.jpg,Fotos_monedas\BH-AA2FC7.jpg
https://finds.org.uk/database/artefacts/record/id/276099,BH-988651,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 160 - 8.jpg,Fotos_monedas\BH-988651.jpg
https://finds.org.uk/database/artefacts/record/id/276082,BH-986896,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 160 - 21.jpg,Fotos_monedas\BH-986896.jpg
https://finds.org.uk/database/artefacts/record/id/276073,BH-9853B8,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 160 - 10.jpg,Fotos_monedas\BH-9853B8.jpg
https://finds.org.uk/database/artefacts/record/id/275901,ESS-858954,Silver,Struck or hammered,https://finds.org.uk/images/lmclean/medium/95steele.jpg,Fotos_monedas\ESS-858954.jpg
https://finds.org.uk/database/artefacts/record/id/275896,ESS-857D74,Copper alloy,Struck or hammered,https://finds.org.uk/images/lmclean/medium/90steele.jpg,Fotos_monedas\ESS-857D74.jpg
https://finds.org.uk/database/artefacts/record/id/273811,BH-70B3E4,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 116 - 28.jpg,Fotos_monedas\BH-70B3E4.jpg
https://finds.org.uk/database/artefacts/record/id/268869,BH-BD2755,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 152 - 1.jpg,Fotos_monedas\BH-BD2755.jpg
https://finds.org.uk/database/artefacts/record/id/268323,IOW-6D14A1,Copper alloy,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-559.JPG,Fotos_monedas\IOW-6D14A1.png
https://finds.org.uk/database/artefacts/record/id/268176,IOW-50E412,Copper alloy,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-558.JPG,Fotos_monedas\IOW-50E412.png
https://finds.org.uk/database/artefacts/record/id/268167,IOW-4FE918,Silver,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-556.JPG,Fotos_monedas\IOW-4FE918.png
https://finds.org.uk/database/artefacts/record/id/268165,IOW-4FCB31,Copper alloy,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-557.JPG,Fotos_monedas\IOW-4FCB31.png
https://finds.org.uk/database/artefacts/record/id/268152,IOW-4F20D3,Silver,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-555.JPG,Fotos_monedas\IOW-4F20D3.png
https://finds.org.uk/database/artefacts/record/id/268147,IOW-4E9CC2,Silver,Struck or hammered,https://finds.org.uk/images/fbasford/medium/IOW2009-1-554.JPG,Fotos_monedas\IOW-4E9CC2.png
https://finds.org.uk/database/artefacts/record/id/264018,BH-99FB10,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 63 - 2.jpg,Fotos_monedas\BH-99FB10.jpg
https://finds.org.uk/database/artefacts/record/id/263205,BH-DE6485,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 82 - 5.jpg,Fotos_monedas\BH-DE6485.jpg
https://finds.org.uk/database/artefacts/record/id/262436,KENT-491972,Silver,Struck or hammered,https://finds.org.uk/images/jjackson/medium/IMG_2626.jpg,Fotos_monedas\KENT-491972.jpg
https://finds.org.uk/database/artefacts/record/id/258008,BH-FBB2F6,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 68 - 13.jpg,Fotos_monedas\BH-FBB2F6.jpg
https://finds.org.uk/database/artefacts/record/id/257736,ESS-D76024,Silver,Struck or hammered,https://finds.org.uk/images/lmclean/medium/1c ESS-D76024.jpg,Fotos_monedas\ESS-D76024.jpg
https://finds.org.uk/database/artefacts/record/id/256620,BH-2BB642,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 48.jpg,Fotos_monedas\BH-2BB642.jpg
https://finds.org.uk/database/artefacts/record/id/256613,BH-2B96C5,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 34.jpg,Fotos_monedas\BH-2B96C5.jpg
https://finds.org.uk/database/artefacts/record/id/256599,BH-2B06D5,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 49.jpg,Fotos_monedas\BH-2B06D5.jpg
https://finds.org.uk/database/artefacts/record/id/256519,BH-18F5D7,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 8.jpg,Fotos_monedas\BH-18F5D7.jpg
https://finds.org.uk/database/artefacts/record/id/256508,BH-185494,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 6.jpg,Fotos_monedas\BH-185494.jpg
https://finds.org.uk/database/artefacts/record/id/256472,BH-171790,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 51 - 5.jpg,Fotos_monedas\BH-171790.jpg
https://finds.org.uk/database/artefacts/record/id/255663,BH-96C0C1,Copper alloy,Cast,https://finds.org.uk/images/jwatters/medium/IA coin 09 50 - 37.jpg,Fotos_monedas\BH-96C0C1.jpg
https://finds.org.uk/database/artefacts/record/id/255524,BH-846DA1,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 50 - 10.jpg,Fotos_monedas\BH-846DA1.jpg
https://finds.org.uk/database/artefacts/record/id/253351,BH-C87676,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Early med coin 09 31 - 5.jpg,Fotos_monedas\BH-C87676.jpg
https://finds.org.uk/database/artefacts/record/id/253338,BH-C7E0B2,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 31 - 3.jpg,Fotos_monedas\BH-C7E0B2.jpg
https://finds.org.uk/database/artefacts/record/id/253333,BH-C7C680,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 31 - 4.jpg,Fotos_monedas\BH-C7C680.jpg
https://finds.org.uk/database/artefacts/record/id/253328,BH-C76187,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 31 - 2.jpg,Fotos_monedas\BH-C76187.jpg
https://finds.org.uk/database/artefacts/record/id/253082,BH-85FE41,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Early med coin 09 45 - 9.jpg,Fotos_monedas\BH-85FE41.jpg
https://finds.org.uk/database/artefacts/record/id/252181,BH-C86787,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 39 - 39.jpg,Fotos_monedas\BH-C86787.jpg
https://finds.org.uk/database/artefacts/record/id/252099,BH-B90753,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 39 - 48.jpg,Fotos_monedas\BH-B90753.jpg
https://finds.org.uk/database/artefacts/record/id/251545,BH-4C4A05,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Early med coin 09 42 - 1.jpg,Fotos_monedas\BH-4C4A05.jpg
https://finds.org.uk/database/artefacts/record/id/250932,BH-CF01A5,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 23 - 2.jpg,Fotos_monedas\BH-CF01A5.jpg
https://finds.org.uk/database/artefacts/record/id/248010,BH-558C87,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 8 - 23.jpg,Fotos_monedas\BH-558C87.jpg
https://finds.org.uk/database/artefacts/record/id/247835,BH-40BF57,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 8 - 13.jpg,Fotos_monedas\BH-40BF57.jpg
https://finds.org.uk/database/artefacts/record/id/247824,BH-408355,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 8 - 10.jpg,Fotos_monedas\BH-408355.jpg
https://finds.org.uk/database/artefacts/record/id/247751,BH-3D8E04,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 9 - 2.jpg,Fotos_monedas\BH-3D8E04.jpg
https://finds.org.uk/database/artefacts/record/id/247322,BH-D43973,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 09 7 - 1.jpg,Fotos_monedas\BH-D43973.jpg
https://finds.org.uk/database/artefacts/record/id/243328,BH-C757E6,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 135 - 42.jpg,Fotos_monedas\BH-C757E6.jpg
https://finds.org.uk/database/artefacts/record/id/239246,LIN-BD71E3,Copper alloy,Cast,https://finds.org.uk/images/adaubney/medium/LIN7529.JPG,Fotos_monedas\LIN-BD71E3.png
https://finds.org.uk/database/artefacts/record/id/239044,BH-6EAFA6,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 133.jpg,Fotos_monedas\BH-6EAFA6.jpg
https://finds.org.uk/database/artefacts/record/id/236289,BH-72C7D2,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 118 - 2.jpg,Fotos_monedas\BH-72C7D2.jpg
https://finds.org.uk/database/artefacts/record/id/233663,BH-22FE82,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 90 - 2.jpg,Fotos_monedas\BH-22FE82.jpg
https://finds.org.uk/database/artefacts/record/id/232320,ESS-373D86,Silver,Struck or hammered,https://finds.org.uk/images/lmclean/medium/ESS-373D86.jpg,Fotos_monedas\ESS-373D86.jpg
https://finds.org.uk/database/artefacts/record/id/232318,ESS-372816,Silver,Struck or hammered,https://finds.org.uk/images/lmclean/medium/ESS-372816.jpg,Fotos_monedas\ESS-372816.jpg
https://finds.org.uk/database/artefacts/record/id/230066,BH-7F4EF2,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 79 - 22.jpg,Fotos_monedas\BH-7F4EF2.jpg
https://finds.org.uk/database/artefacts/record/id/226731,BH-878453,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 47 - 33.jpg,Fotos_monedas\BH-878453.jpg
https://finds.org.uk/database/artefacts/record/id/219955,BH-BE1F81,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 30 - 5.jpg,Fotos_monedas\BH-BE1F81.jpg
https://finds.org.uk/database/artefacts/record/id/219945,BH-BDC920,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 30 - 1.jpg,Fotos_monedas\BH-BDC920.jpg
https://finds.org.uk/database/artefacts/record/id/217729,BH-07EF41,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 43 - 10.jpg,Fotos_monedas\BH-07EF41.jpg
https://finds.org.uk/database/artefacts/record/id/216806,BH-0A38B1,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Early med coin 08 29 - 1.jpg,Fotos_monedas\BH-0A38B1.jpg
https://finds.org.uk/database/artefacts/record/id/216206,BH-C96C53,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 32 - 2.jpg,Fotos_monedas\BH-C96C53.jpg
https://finds.org.uk/database/artefacts/record/id/215379,BH-4CDC47,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 16 - 27.jpg,Fotos_monedas\BH-4CDC47.jpg
https://finds.org.uk/database/artefacts/record/id/214436,BH-390801,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 08 15 - 1.jpg,Fotos_monedas\BH-390801.jpg
https://finds.org.uk/database/artefacts/record/id/213486,BH-8E7208,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 60.jpg,Fotos_monedas\BH-8E7208.jpg
https://finds.org.uk/database/artefacts/record/id/213119,BH-FE5703,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 36.jpg,Fotos_monedas\BH-FE5703.jpg
https://finds.org.uk/database/artefacts/record/id/212827,BH-A92AF8,Copper alloy,Struck or hammered,https://finds.org.uk/images/laural/medium/Roman coin 07 51 - 135.jpg,Fotos_monedas\BH-A92AF8.jpg
https://finds.org.uk/database/artefacts/record/id/212797,BH-A81E82,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 19.jpg,Fotos_monedas\BH-A81E82.jpg
https://finds.org.uk/database/artefacts/record/id/212630,BH-92D393,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 13.jpg,Fotos_monedas\BH-92D393.jpg
https://finds.org.uk/database/artefacts/record/id/212500,BH-80A361,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 8.jpg,Fotos_monedas\BH-80A361.jpg
https://finds.org.uk/database/artefacts/record/id/212485,BH-8046A1,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 119 - 6.jpg,Fotos_monedas\BH-8046A1.jpg
https://finds.org.uk/database/artefacts/record/id/211912,BH-00FB53,Copper alloy,Struck or hammered,https://finds.org.uk/images/laural/medium/Roman coin 07 51 - 46.jpg,Fotos_monedas\BH-00FB53.jpg
https://finds.org.uk/database/artefacts/record/id/211905,BH-009CF4,Copper alloy,Struck or hammered,https://finds.org.uk/images/laural/medium/Roman coin 07 51 - 41.jpg,Fotos_monedas\BH-009CF4.jpg
https://finds.org.uk/database/artefacts/record/id/210997,BH-563B88,Silver,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 128 - 2.jpg,Fotos_monedas\BH-563B88.jpg
https://finds.org.uk/database/artefacts/record/id/209482,BH-1A95A1,Copper alloy,Struck or hammered,https://finds.org.uk/images/jwatters/medium/Roman coin 07 118 - 5.jpg,Fotos_monedas\BH-1A95A1.jpg
